,Transformation,AAM,Class
634,BF3K-Pd-Suzuki,[B-:23]([C:24]([O:28][C:29]([H:56])([H:57])[H:58])([H:54])[H:55])([F:25])([F:26])[F:27].[C:1]([C:6]([H:32])([H:33])[H:34])([C:13]([H:39])([H:40])[H:41])([C:16]([H:42])([H:43])[H:44])[O:22][C:18]([C:15]([N:14]1[C:12]([H:37])([H:38])[C:11]([C:21]([H:51])([H:52])[H:53])([H:36])[N:10]([c:4]2[n:3][c:2]([H:31])[c:8]([Br:9])[c:7]([H:35])[n:5]2)[C:20]([H:49])([H:50])[C:19]1([H:47])[H:48])=[O:17])([H:45])[H:46]>>[Br:9][B-:23]([F:25])([F:26])[F:27].[C:1]([C:6]([H:32])([H:33])[H:34])([C:13]([H:39])([H:40])[H:41])([C:16]([H:42])([H:43])[H:44])[O:22][C:18]([C:15]([N:14]1[C:12]([H:37])([H:38])[C:11]([C:21]([H:51])([H:52])[H:53])([H:36])[N:10]([c:4]2[n:3][c:2]([H:31])[c:8]([C:24]([O:28][C:29]([H:56])([H:57])[H:58])([H:54])[H:55])[c:7]([H:35])[n:5]2)[C:20]([H:49])([H:50])[C:19]1([H:47])[H:48])=[O:17])([H:45])[H:46],0
635,CEC-Ni-Weix,[C:1]([C:6]([H:28])([H:29])[H:30])([C:13]([H:35])([H:36])[H:37])([C:16]([H:38])([H:39])[H:40])[O:22][C:18]([C:15]([N:14]1[C:12]([H:33])([H:34])[C:11]([C:21]([H:47])([H:48])[H:49])([H:32])[N:10]([c:4]2[n:3][c:2]([H:27])[c:8]([Br:9])[c:7]([H:31])[n:5]2)[C:20]([H:45])([H:46])[C:19]1([H:43])[H:44])=[O:17])([H:41])[H:42].[O:23]([C:24]([H:50])([H:51])[H:52])[C:25]([Br:26])([H:53])[H:54]>>[Br:9][Br:26].[C:1]([C:6]([H:28])([H:29])[H:30])([C:13]([H:35])([H:36])[H:37])([C:16]([H:38])([H:39])[H:40])[O:22][C:18]([C:15]([N:14]1[C:12]([H:33])([H:34])[C:11]([C:21]([H:47])([H:48])[H:49])([H:32])[N:10]([c:4]2[n:3][c:2]([H:27])[c:8]([C:25]([O:23][C:24]([H:50])([H:51])[H:52])([H:53])[H:54])[c:7]([H:31])[n:5]2)[C:20]([H:45])([H:46])[C:19]1([H:43])[H:44])=[O:17])([H:41])[H:42],0
636,BF3K-Ni-photoredox,[B-:16]([C:17]([O:21][C:22]([H:33])([H:34])[H:35])([H:31])[H:32])([F:18])([F:19])[F:20].[c:1]1([H:24])[c:2]([Br:3])[c:4]([H:25])[n:5]2[c:6]3[c:8]([n:9][c:12]2[c:13]1[H:28])[C:15]([H:29])([H:30])[O:14][C:11]([H:26])([H:27])[C:7]3=[O:10]>>[Br:3][B-:16]([F:18])([F:19])[F:20].[c:1]1([H:24])[c:2]([C:17]([O:21][C:22]([H:33])([H:34])[H:35])([H:31])[H:32])[c:4]([H:25])[n:5]2[c:6]3[c:8]([n:9][c:12]2[c:13]1[H:28])[C:15]([H:29])([H:30])[O:14][C:11]([H:26])([H:27])[C:7]3=[O:10],0
637,CEC-Ni-photoredox,[O:16]([C:17]([H:27])([H:28])[H:29])[C:18]([Br:19])([H:30])[H:31].[c:1]1([H:20])[c:2]([Br:3])[c:4]([H:21])[n:5]2[c:6]3[c:8]([n:9][c:12]2[c:13]1[H:24])[C:15]([H:25])([H:26])[O:14][C:11]([H:22])([H:23])[C:7]3=[O:10]>>[Br:3][Br:19].[c:1]1([H:20])[c:2]([C:18]([O:16][C:17]([H:27])([H:28])[H:29])([H:30])[H:31])[c:4]([H:21])[n:5]2[c:6]3[c:8]([n:9][c:12]2[c:13]1[H:24])[C:15]([H:25])([H:26])[O:14][C:11]([H:22])([H:23])[C:7]3=[O:10],0
638,COOH-Ni-photoredox,[O:16]([C:17](=[O:18])[C:21]([O:19][C:20]([H:30])([H:31])[H:32])([H:33])[H:34])[H:29].[c:1]1([H:22])[c:2]([Br:3])[c:4]([H:23])[n:5]2[c:6]3[c:8]([n:9][c:12]2[c:13]1[H:26])[C:15]([H:27])([H:28])[O:14][C:11]([H:24])([H:25])[C:7]3=[O:10]>>[Br:3][C:17]([O:16][H:29])=[O:18].[c:1]1([H:22])[c:2]([C:21]([O:19][C:20]([H:30])([H:31])[H:32])([H:33])[H:34])[c:4]([H:23])[n:5]2[c:6]3[c:8]([n:9][c:12]2[c:13]1[H:26])[C:15]([H:27])([H:28])[O:14][C:11]([H:24])([H:25])[C:7]3=[O:10],0
639,BF3K-Pd-Suzuki,[B-:16]([C:17]([O:21][C:22]([H:33])([H:34])[H:35])([H:31])[H:32])([F:18])([F:19])[F:20].[c:1]1([H:24])[c:2]([Br:3])[c:4]([H:25])[n:5]2[c:6]3[c:8]([n:9][c:12]2[c:13]1[H:28])[C:15]([H:29])([H:30])[O:14][C:11]([H:26])([H:27])[C:7]3=[O:10]>>[Br:3][B-:16]([F:18])([F:19])[F:20].[c:1]1([H:24])[c:2]([C:17]([O:21][C:22]([H:33])([H:34])[H:35])([H:31])[H:32])[c:4]([H:25])[n:5]2[c:6]3[c:8]([n:9][c:12]2[c:13]1[H:28])[C:15]([H:29])([H:30])[O:14][C:11]([H:26])([H:27])[C:7]3=[O:10],0
640,CEC-Ni-Weix,[O:16]([C:17]([H:27])([H:28])[H:29])[C:18]([Br:19])([H:30])[H:31].[c:1]1([H:20])[c:2]([Br:3])[c:4]([H:21])[n:5]2[c:6]3[c:8]([n:9][c:12]2[c:13]1[H:24])[C:15]([H:25])([H:26])[O:14][C:11]([H:22])([H:23])[C:7]3=[O:10]>>[Br:3][Br:19].[c:1]1([H:20])[c:2]([C:18]([O:16][C:17]([H:27])([H:28])[H:29])([H:30])[H:31])[c:4]([H:21])[n:5]2[c:6]3[c:8]([n:9][c:12]2[c:13]1[H:24])[C:15]([H:25])([H:26])[O:14][C:11]([H:22])([H:23])[C:7]3=[O:10],0
641,BF3K-Ni-photoredox,[O:13]([C:14]([H:31])([H:32])[H:33])[C:22]([C:18]([O:16][C:15]([B-:17]([F:19])([F:20])[F:21])([H:34])[H:35])([H:36])[H:37])([H:38])[H:39].[n:1]1[c:5]([H:25])[c:7]([H:27])[c:11]([H:30])[n:12]1-[c:10]1[c:2]([H:24])[c:3]([Br:4])[c:6]([H:26])[c:8]([H:28])[c:9]1[H:29]>>[Br:4][B-:17]([F:19])([F:20])[F:21].[n:1]1[c:5]([H:25])[c:7]([H:27])[c:11]([H:30])[n:12]1-[c:10]1[c:2]([H:24])[c:3]([C:15]([O:16][C:18]([C:22]([O:13][C:14]([H:31])([H:32])[H:33])([H:38])[H:39])([H:36])[H:37])([H:34])[H:35])[c:6]([H:26])[c:8]([H:28])[c:9]1[H:29],0
642,BF3K-Ni-photoredox,[F:13][B-:17]([C:16]([C:14]([H:29])([H:30])[H:31])([C:15]([H:32])([H:33])[H:34])[C:19]([H:35])([H:36])[H:37])([F:18])[F:20].[n:1]1[c:5]([H:23])[c:7]([H:25])[c:11]([H:28])[n:12]1-[c:10]1[c:2]([H:22])[c:3]([Br:4])[c:6]([H:24])[c:8]([H:26])[c:9]1[H:27]>>[Br:4][B-:17]([F:13])([F:18])[F:20].[n:1]1[c:5]([H:23])[c:7]([H:25])[c:11]([H:28])[n:12]1-[c:10]1[c:2]([H:22])[c:3]([C:16]([C:14]([H:29])([H:30])[H:31])([C:15]([H:32])([H:33])[H:34])[C:19]([H:35])([H:36])[H:37])[c:6]([H:24])[c:8]([H:26])[c:9]1[H:27],0
643,CEC-Ni-photoredox,[Br:13][C:17]([C:14]([H:25])([H:26])[H:27])([C:15]([H:28])([H:29])[H:30])[C:16]([H:31])([H:32])[H:33].[n:1]1[c:5]([H:19])[c:7]([H:21])[c:11]([H:24])[n:12]1-[c:10]1[c:2]([H:18])[c:3]([Br:4])[c:6]([H:20])[c:8]([H:22])[c:9]1[H:23]>>[Br:4][Br:13].[n:1]1[c:5]([H:19])[c:7]([H:21])[c:11]([H:24])[n:12]1-[c:10]1[c:2]([H:18])[c:3]([C:17]([C:14]([H:25])([H:26])[H:27])([C:15]([H:28])([H:29])[H:30])[C:16]([H:31])([H:32])[H:33])[c:6]([H:20])[c:8]([H:22])[c:9]1[H:23],0
644,COOH-Ni-photoredox,[O:13]([C:14](=[O:15])[C:16]([C:17]([H:28])([H:29])[H:30])([C:18]([H:31])([H:32])[H:33])[C:19]([H:34])([H:35])[H:36])[H:27].[n:1]1[c:5]([H:21])[c:7]([H:23])[c:11]([H:26])[n:12]1-[c:10]1[c:2]([H:20])[c:3]([Br:4])[c:6]([H:22])[c:8]([H:24])[c:9]1[H:25]>>[Br:4][C:14]([O:13][H:27])=[O:15].[n:1]1[c:5]([H:21])[c:7]([H:23])[c:11]([H:26])[n:12]1-[c:10]1[c:2]([H:20])[c:3]([C:16]([C:17]([H:28])([H:29])[H:30])([C:18]([H:31])([H:32])[H:33])[C:19]([H:34])([H:35])[H:36])[c:6]([H:22])[c:8]([H:24])[c:9]1[H:25],0
645,BF3K-Pd-Suzuki,[F:13][B-:17]([C:16]([C:14]([H:29])([H:30])[H:31])([C:15]([H:32])([H:33])[H:34])[C:19]([H:35])([H:36])[H:37])([F:18])[F:20].[n:1]1[c:5]([H:23])[c:7]([H:25])[c:11]([H:28])[n:12]1-[c:10]1[c:2]([H:22])[c:3]([Br:4])[c:6]([H:24])[c:8]([H:26])[c:9]1[H:27]>>[Br:4][B-:17]([F:13])([F:18])[F:20].[n:1]1[c:5]([H:23])[c:7]([H:25])[c:11]([H:28])[n:12]1-[c:10]1[c:2]([H:22])[c:3]([C:16]([C:14]([H:29])([H:30])[H:31])([C:15]([H:32])([H:33])[H:34])[C:19]([H:35])([H:36])[H:37])[c:6]([H:24])[c:8]([H:26])[c:9]1[H:27],0
646,CEC-Ni-Weix,[Br:13][C:17]([C:14]([H:25])([H:26])[H:27])([C:15]([H:28])([H:29])[H:30])[C:16]([H:31])([H:32])[H:33].[n:1]1[c:5]([H:19])[c:7]([H:21])[c:11]([H:24])[n:12]1-[c:10]1[c:2]([H:18])[c:3]([Br:4])[c:6]([H:20])[c:8]([H:22])[c:9]1[H:23]>>[Br:4][Br:13].[n:1]1[c:5]([H:19])[c:7]([H:21])[c:11]([H:24])[n:12]1-[c:10]1[c:2]([H:18])[c:3]([C:17]([C:14]([H:25])([H:26])[H:27])([C:15]([H:28])([H:29])[H:30])[C:16]([H:31])([H:32])[H:33])[c:6]([H:20])[c:8]([H:22])[c:9]1[H:23],0
647,BF3K-Ni-photoredox,[C:1]1([H:25])([H:26])[C:7]([H:30])([H:31])[N:10]([C:14]([H:39])([H:40])[H:41])[C:11]([H:33])([H:34])[C:13]([H:37])([H:38])[N:15]1[C:12]([c:8]1[c:6]([H:29])[c:5]([H:28])[c:3]([Br:4])[c:2]([H:27])[c:9]1[H:32])([H:35])[H:36].[F:16][B-:20]([C:19]([C:17]([H:42])([H:43])[H:44])([C:18]([H:45])([H:46])[H:47])[C:22]([H:48])([H:49])[H:50])([F:21])[F:23]>>[Br:4][B-:20]([F:16])([F:21])[F:23].[C:1]1([H:25])([H:26])[C:7]([H:30])([H:31])[N:10]([C:14]([H:39])([H:40])[H:41])[C:11]([H:33])([H:34])[C:13]([H:37])([H:38])[N:15]1[C:12]([c:8]1[c:6]([H:29])[c:5]([H:28])[c:3]([C:19]([C:17]([H:42])([H:43])[H:44])([C:18]([H:45])([H:46])[H:47])[C:22]([H:48])([H:49])[H:50])[c:2]([H:27])[c:9]1[H:32])([H:35])[H:36],0
648,CEC-Ni-photoredox,[Br:16][C:20]([C:17]([H:38])([H:39])[H:40])([C:18]([H:41])([H:42])[H:43])[C:19]([H:44])([H:45])[H:46].[C:1]1([H:21])([H:22])[C:7]([H:26])([H:27])[N:10]([C:14]([H:35])([H:36])[H:37])[C:11]([H:29])([H:30])[C:13]([H:33])([H:34])[N:15]1[C:12]([c:8]1[c:6]([H:25])[c:5]([H:24])[c:3]([Br:4])[c:2]([H:23])[c:9]1[H:28])([H:31])[H:32]>>[Br:4][Br:16].[C:1]1([H:21])([H:22])[C:7]([H:26])([H:27])[N:10]([C:14]([H:35])([H:36])[H:37])[C:11]([H:29])([H:30])[C:13]([H:33])([H:34])[N:15]1[C:12]([c:8]1[c:6]([H:25])[c:5]([H:24])[c:3]([C:20]([C:17]([H:38])([H:39])[H:40])([C:18]([H:41])([H:42])[H:43])[C:19]([H:44])([H:45])[H:46])[c:2]([H:23])[c:9]1[H:28])([H:31])[H:32],0
649,COOH-Ni-photoredox,[C:1]1([H:23])([H:24])[C:7]([H:28])([H:29])[N:10]([C:14]([H:37])([H:38])[H:39])[C:11]([H:31])([H:32])[C:13]([H:35])([H:36])[N:15]1[C:12]([c:8]1[c:6]([H:27])[c:5]([H:26])[c:3]([Br:4])[c:2]([H:25])[c:9]1[H:30])([H:33])[H:34].[O:16]([C:17](=[O:18])[C:19]([C:20]([H:41])([H:42])[H:43])([C:21]([H:44])([H:45])[H:46])[C:22]([H:47])([H:48])[H:49])[H:40]>>[Br:4][C:17]([O:16][H:40])=[O:18].[C:1]1([H:23])([H:24])[C:7]([H:28])([H:29])[N:10]([C:14]([H:37])([H:38])[H:39])[C:11]([H:31])([H:32])[C:13]([H:35])([H:36])[N:15]1[C:12]([c:8]1[c:6]([H:27])[c:5]([H:26])[c:3]([C:19]([C:20]([H:41])([H:42])[H:43])([C:21]([H:44])([H:45])[H:46])[C:22]([H:47])([H:48])[H:49])[c:2]([H:25])[c:9]1[H:30])([H:33])[H:34],0
650,BF3K-Pd-Suzuki,[C:1]1([H:25])([H:26])[C:7]([H:30])([H:31])[N:10]([C:14]([H:39])([H:40])[H:41])[C:11]([H:33])([H:34])[C:13]([H:37])([H:38])[N:15]1[C:12]([c:8]1[c:6]([H:29])[c:5]([H:28])[c:3]([Br:4])[c:2]([H:27])[c:9]1[H:32])([H:35])[H:36].[F:16][B-:20]([C:19]([C:17]([H:42])([H:43])[H:44])([C:18]([H:45])([H:46])[H:47])[C:22]([H:48])([H:49])[H:50])([F:21])[F:23]>>[Br:4][B-:20]([F:16])([F:21])[F:23].[C:1]1([H:25])([H:26])[C:7]([H:30])([H:31])[N:10]([C:14]([H:39])([H:40])[H:41])[C:11]([H:33])([H:34])[C:13]([H:37])([H:38])[N:15]1[C:12]([c:8]1[c:6]([H:29])[c:5]([H:28])[c:3]([C:19]([C:17]([H:42])([H:43])[H:44])([C:18]([H:45])([H:46])[H:47])[C:22]([H:48])([H:49])[H:50])[c:2]([H:27])[c:9]1[H:32])([H:35])[H:36],0
651,CEC-Ni-Weix,[Br:16][C:20]([C:17]([H:38])([H:39])[H:40])([C:18]([H:41])([H:42])[H:43])[C:19]([H:44])([H:45])[H:46].[C:1]1([H:21])([H:22])[C:7]([H:26])([H:27])[N:10]([C:14]([H:35])([H:36])[H:37])[C:11]([H:29])([H:30])[C:13]([H:33])([H:34])[N:15]1[C:12]([c:8]1[c:6]([H:25])[c:5]([H:24])[c:3]([Br:4])[c:2]([H:23])[c:9]1[H:28])([H:31])[H:32]>>[Br:4][Br:16].[C:1]1([H:21])([H:22])[C:7]([H:26])([H:27])[N:10]([C:14]([H:35])([H:36])[H:37])[C:11]([H:29])([H:30])[C:13]([H:33])([H:34])[N:15]1[C:12]([c:8]1[c:6]([H:25])[c:5]([H:24])[c:3]([C:20]([C:17]([H:38])([H:39])[H:40])([C:18]([H:41])([H:42])[H:43])[C:19]([H:44])([H:45])[H:46])[c:2]([H:23])[c:9]1[H:28])([H:31])[H:32],0
652,BF3K-Ni-photoredox,[C:1]([C:6]([H:33])([H:34])[H:35])([C:13]([H:40])([H:41])[H:42])([C:16]([H:43])([H:44])[H:45])[O:22][C:18]([C:15]([N:14]1[C:12]([H:38])([H:39])[C:11]([C:21]([H:52])([H:53])[H:54])([H:37])[N:10]([c:4]2[n:3][c:2]([H:32])[c:8]([Br:9])[c:7]([H:36])[n:5]2)[C:20]([H:50])([H:51])[C:19]1([H:48])[H:49])=[O:17])([H:46])[H:47].[F:23][B-:27]([C:26]([C:24]([H:55])([H:56])[H:57])([C:25]([H:58])([H:59])[H:60])[C:29]([H:61])([H:62])[H:63])([F:28])[F:30]>>[Br:9][B-:27]([F:23])([F:28])[F:30].[C:1]([C:6]([H:33])([H:34])[H:35])([C:13]([H:40])([H:41])[H:42])([C:16]([H:43])([H:44])[H:45])[O:22][C:18]([C:15]([N:14]1[C:12]([H:38])([H:39])[C:11]([C:21]([H:52])([H:53])[H:54])([H:37])[N:10]([c:4]2[n:3][c:2]([H:32])[c:8]([C:26]([C:24]([H:55])([H:56])[H:57])([C:25]([H:58])([H:59])[H:60])[C:29]([H:61])([H:62])[H:63])[c:7]([H:36])[n:5]2)[C:20]([H:50])([H:51])[C:19]1([H:48])[H:49])=[O:17])([H:46])[H:47],0
653,CEC-Ni-photoredox,[Br:23][C:27]([C:24]([H:51])([H:52])[H:53])([C:25]([H:54])([H:55])[H:56])[C:26]([H:57])([H:58])[H:59].[C:1]([C:6]([H:29])([H:30])[H:31])([C:13]([H:36])([H:37])[H:38])([C:16]([H:39])([H:40])[H:41])[O:22][C:18]([C:15]([N:14]1[C:12]([H:34])([H:35])[C:11]([C:21]([H:48])([H:49])[H:50])([H:33])[N:10]([c:4]2[n:3][c:2]([H:28])[c:8]([Br:9])[c:7]([H:32])[n:5]2)[C:20]([H:46])([H:47])[C:19]1([H:44])[H:45])=[O:17])([H:42])[H:43]>>[Br:9][Br:23].[C:1]([C:6]([H:29])([H:30])[H:31])([C:13]([H:36])([H:37])[H:38])([C:16]([H:39])([H:40])[H:41])[O:22][C:18]([C:15]([N:14]1[C:12]([H:34])([H:35])[C:11]([C:21]([H:48])([H:49])[H:50])([H:33])[N:10]([c:4]2[n:3][c:2]([H:28])[c:8]([C:27]([C:24]([H:51])([H:52])[H:53])([C:25]([H:54])([H:55])[H:56])[C:26]([H:57])([H:58])[H:59])[c:7]([H:32])[n:5]2)[C:20]([H:46])([H:47])[C:19]1([H:44])[H:45])=[O:17])([H:42])[H:43],0
654,COOH-Ni-photoredox,[C:1]([C:6]([H:31])([H:32])[H:33])([C:13]([H:38])([H:39])[H:40])([C:16]([H:41])([H:42])[H:43])[O:22][C:18]([C:15]([N:14]1[C:12]([H:36])([H:37])[C:11]([C:21]([H:50])([H:51])[H:52])([H:35])[N:10]([c:4]2[n:3][c:2]([H:30])[c:8]([Br:9])[c:7]([H:34])[n:5]2)[C:20]([H:48])([H:49])[C:19]1([H:46])[H:47])=[O:17])([H:44])[H:45].[O:23]([C:24](=[O:25])[C:26]([C:27]([H:54])([H:55])[H:56])([C:28]([H:57])([H:58])[H:59])[C:29]([H:60])([H:61])[H:62])[H:53]>>[Br:9][C:24]([O:23][H:53])=[O:25].[C:1]([C:6]([H:31])([H:32])[H:33])([C:13]([H:38])([H:39])[H:40])([C:16]([H:41])([H:42])[H:43])[O:22][C:18]([C:15]([N:14]1[C:12]([H:36])([H:37])[C:11]([C:21]([H:50])([H:51])[H:52])([H:35])[N:10]([c:4]2[n:3][c:2]([H:30])[c:8]([C:26]([C:27]([H:54])([H:55])[H:56])([C:28]([H:57])([H:58])[H:59])[C:29]([H:60])([H:61])[H:62])[c:7]([H:34])[n:5]2)[C:20]([H:48])([H:49])[C:19]1([H:46])[H:47])=[O:17])([H:44])[H:45],0
655,BF3K-Pd-Suzuki,[C:1]([C:6]([H:33])([H:34])[H:35])([C:13]([H:40])([H:41])[H:42])([C:16]([H:43])([H:44])[H:45])[O:22][C:18]([C:15]([N:14]1[C:12]([H:38])([H:39])[C:11]([C:21]([H:52])([H:53])[H:54])([H:37])[N:10]([c:4]2[n:3][c:2]([H:32])[c:8]([Br:9])[c:7]([H:36])[n:5]2)[C:20]([H:50])([H:51])[C:19]1([H:48])[H:49])=[O:17])([H:46])[H:47].[F:23][B-:27]([C:26]([C:24]([H:55])([H:56])[H:57])([C:25]([H:58])([H:59])[H:60])[C:29]([H:61])([H:62])[H:63])([F:28])[F:30]>>[Br:9][B-:27]([F:23])([F:28])[F:30].[C:1]([C:6]([H:33])([H:34])[H:35])([C:13]([H:40])([H:41])[H:42])([C:16]([H:43])([H:44])[H:45])[O:22][C:18]([C:15]([N:14]1[C:12]([H:38])([H:39])[C:11]([C:21]([H:52])([H:53])[H:54])([H:37])[N:10]([c:4]2[n:3][c:2]([H:32])[c:8]([C:26]([C:24]([H:55])([H:56])[H:57])([C:25]([H:58])([H:59])[H:60])[C:29]([H:61])([H:62])[H:63])[c:7]([H:36])[n:5]2)[C:20]([H:50])([H:51])[C:19]1([H:48])[H:49])=[O:17])([H:46])[H:47],0
656,CEC-Ni-Weix,[Br:23][C:27]([C:24]([H:51])([H:52])[H:53])([C:25]([H:54])([H:55])[H:56])[C:26]([H:57])([H:58])[H:59].[C:1]([C:6]([H:29])([H:30])[H:31])([C:13]([H:36])([H:37])[H:38])([C:16]([H:39])([H:40])[H:41])[O:22][C:18]([C:15]([N:14]1[C:12]([H:34])([H:35])[C:11]([C:21]([H:48])([H:49])[H:50])([H:33])[N:10]([c:4]2[n:3][c:2]([H:28])[c:8]([Br:9])[c:7]([H:32])[n:5]2)[C:20]([H:46])([H:47])[C:19]1([H:44])[H:45])=[O:17])([H:42])[H:43]>>[Br:9][Br:23].[C:1]([C:6]([H:29])([H:30])[H:31])([C:13]([H:36])([H:37])[H:38])([C:16]([H:39])([H:40])[H:41])[O:22][C:18]([C:15]([N:14]1[C:12]([H:34])([H:35])[C:11]([C:21]([H:48])([H:49])[H:50])([H:33])[N:10]([c:4]2[n:3][c:2]([H:28])[c:8]([C:27]([C:24]([H:51])([H:52])[H:53])([C:25]([H:54])([H:55])[H:56])[C:26]([H:57])([H:58])[H:59])[c:7]([H:32])[n:5]2)[C:20]([H:46])([H:47])[C:19]1([H:44])[H:45])=[O:17])([H:42])[H:43],0
657,BF3K-Ni-photoredox,[F:16][B-:20]([C:19]([C:17]([H:32])([H:33])[H:34])([C:18]([H:35])([H:36])[H:37])[C:22]([H:38])([H:39])[H:40])([F:21])[F:23].[c:1]1([H:25])[c:2]([Br:3])[c:4]([H:26])[n:5]2[c:6]3[c:8]([n:9][c:12]2[c:13]1[H:29])[C:15]([H:30])([H:31])[O:14][C:11]([H:27])([H:28])[C:7]3=[O:10]>>[Br:3][B-:20]([F:16])([F:21])[F:23].[c:1]1([H:25])[c:2]([C:19]([C:17]([H:32])([H:33])[H:34])([C:18]([H:35])([H:36])[H:37])[C:22]([H:38])([H:39])[H:40])[c:4]([H:26])[n:5]2[c:6]3[c:8]([n:9][c:12]2[c:13]1[H:29])[C:15]([H:30])([H:31])[O:14][C:11]([H:27])([H:28])[C:7]3=[O:10],0
658,CEC-Ni-photoredox,[Br:16][C:20]([C:17]([H:28])([H:29])[H:30])([C:18]([H:31])([H:32])[H:33])[C:19]([H:34])([H:35])[H:36].[c:1]1([H:21])[c:2]([Br:3])[c:4]([H:22])[n:5]2[c:6]3[c:8]([n:9][c:12]2[c:13]1[H:25])[C:15]([H:26])([H:27])[O:14][C:11]([H:23])([H:24])[C:7]3=[O:10]>>[Br:3][Br:16].[c:1]1([H:21])[c:2]([C:20]([C:17]([H:28])([H:29])[H:30])([C:18]([H:31])([H:32])[H:33])[C:19]([H:34])([H:35])[H:36])[c:4]([H:22])[n:5]2[c:6]3[c:8]([n:9][c:12]2[c:13]1[H:25])[C:15]([H:26])([H:27])[O:14][C:11]([H:23])([H:24])[C:7]3=[O:10],0
659,COOH-Ni-photoredox,[O:16]([C:17](=[O:18])[C:19]([C:20]([H:31])([H:32])[H:33])([C:21]([H:34])([H:35])[H:36])[C:22]([H:37])([H:38])[H:39])[H:30].[c:1]1([H:23])[c:2]([Br:3])[c:4]([H:24])[n:5]2[c:6]3[c:8]([n:9][c:12]2[c:13]1[H:27])[C:15]([H:28])([H:29])[O:14][C:11]([H:25])([H:26])[C:7]3=[O:10]>>[Br:3][C:17]([O:16][H:30])=[O:18].[c:1]1([H:23])[c:2]([C:19]([C:20]([H:31])([H:32])[H:33])([C:21]([H:34])([H:35])[H:36])[C:22]([H:37])([H:38])[H:39])[c:4]([H:24])[n:5]2[c:6]3[c:8]([n:9][c:12]2[c:13]1[H:27])[C:15]([H:28])([H:29])[O:14][C:11]([H:25])([H:26])[C:7]3=[O:10],0
660,CEC-Ni-Weix,[Br:16][C:20]([C:17]([H:28])([H:29])[H:30])([C:18]([H:31])([H:32])[H:33])[C:19]([H:34])([H:35])[H:36].[c:1]1([H:21])[c:2]([Br:3])[c:4]([H:22])[n:5]2[c:6]3[c:8]([n:9][c:12]2[c:13]1[H:25])[C:15]([H:26])([H:27])[O:14][C:11]([H:23])([H:24])[C:7]3=[O:10]>>[Br:3][Br:16].[c:1]1([H:21])[c:2]([C:20]([C:17]([H:28])([H:29])[H:30])([C:18]([H:31])([H:32])[H:33])[C:19]([H:34])([H:35])[H:36])[c:4]([H:22])[n:5]2[c:6]3[c:8]([n:9][c:12]2[c:13]1[H:25])[C:15]([H:26])([H:27])[O:14][C:11]([H:23])([H:24])[C:7]3=[O:10],0
661,Negishi-Pd,[C:1]([Zn:2][Br:3])([C:4](=[O:5])[O:6][C:8]([C:7]([H:25])([H:26])[H:27])([C:9]([H:28])([H:29])[H:30])[C:10]([H:31])([H:32])[H:33])([H:23])[H:24].[n:11]1[c:15]([H:35])[c:17]([H:37])[c:21]([H:40])[n:22]1-[c:20]1[c:12]([H:34])[c:13]([Br:14])[c:16]([H:36])[c:18]([H:38])[c:19]1[H:39]>>[C:1]([C:4](=[O:5])[O:6][C:8]([C:7]([H:25])([H:26])[H:27])([C:9]([H:28])([H:29])[H:30])[C:10]([H:31])([H:32])[H:33])([c:13]1[c:12]([H:34])[c:20](-[n:22]2[n:11][c:15]([H:35])[c:17]([H:37])[c:21]2[H:40])[c:19]([H:39])[c:18]([H:38])[c:16]1[H:36])([H:23])[H:24].[Zn:2]([Br:3])[Br:14],0
662,Negishi-Pd,[C:16]([Zn:17][Br:18])([C:19](=[O:20])[O:21][C:23]([C:22]([H:45])([H:46])[H:47])([C:24]([H:48])([H:49])[H:50])[C:25]([H:51])([H:52])[H:53])([H:43])[H:44].[C:1]1([H:26])([H:27])[C:7]([H:31])([H:32])[N:10]([C:14]([H:40])([H:41])[H:42])[C:11]([H:34])([H:35])[C:13]([H:38])([H:39])[N:15]1[C:12]([c:8]1[c:6]([H:30])[c:5]([H:29])[c:3]([Br:4])[c:2]([H:28])[c:9]1[H:33])([H:36])[H:37]>>[Br:4][Zn:17][Br:18].[C:1]1([H:26])([H:27])[C:7]([H:31])([H:32])[N:10]([C:14]([H:40])([H:41])[H:42])[C:11]([H:34])([H:35])[C:13]([H:38])([H:39])[N:15]1[C:12]([c:8]1[c:6]([H:30])[c:5]([H:29])[c:3]([C:16]([C:19](=[O:20])[O:21][C:23]([C:22]([H:45])([H:46])[H:47])([C:24]([H:48])([H:49])[H:50])[C:25]([H:51])([H:52])[H:53])([H:43])[H:44])[c:2]([H:28])[c:9]1[H:33])([H:36])[H:37],1
